NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
71,당신이 잠든 사이,장윤현,(주)로그라인스튜디오,,트윈플러스파트너스(주),20240320,개봉영화,장편,한국,118,"2,391,539",440,"227,039",44,미스터리,12세이상관람가,일반영화
78,왓츠 러브,세자르 카푸르,워킹 타이틀 필름,찬란,(주)디스테이션,20240320,개봉영화,장편,영국,188,"2,184,000",326,"419,500",46,멜로/로맨스,15세이상관람가,독립/예술영화
85,조용한 이주,말레나 최,,,필름다빈,20240320,개봉영화,장편,덴마크,27,"1,544,500",214,"614,500",66,드라마,12세이상관람가,독립/예술영화
62,극장판 스파이 패밀리 코드 : 화이트,카타기리 타카시,,에스엠지홀딩스 주식회사,"(주)넥스트엔터테인먼트월드(NEW),(주)대교 미디어콘텐츠사업본부",20240320,개봉영화,장편,일본,917,"8,869,012",983,"6,865,412",778,애니메이션,12세이상관람가,일반영화
109,공백,요시다 케이스케,,(주)미디어캐슬,(주)미디어캐슬,20240316,개봉영화,장편,일본,3,565500,80,64000,8,드라마,12세이상관람가,독립/예술영화
28,인어공주: 마법물약의 비밀,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20240314,개봉영화,장편,미국,188,104058262,12056,11954917,1342,애니메이션,전체관람가,독립/예술영화
36,화녀,유영선,"(주)베러투모로우,나로픽처스(주)",,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",20240314,개봉영화,장편,한국,77,59838539,7075,14533200,1711,스릴러,청소년관람불가,일반영화
88,인어공주: 마법물약의 비밀,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20240314,개봉영화,장편,미국,188,"1,930,000",209,"52,000",6,애니메이션,전체관람가,독립/예술영화
13,랜드 오브 배드,윌리엄 유뱅크,,(주)퍼스트런,메가박스중앙(주),20240313,개봉영화,장편,미국,394,378632312,44252,120825268,14199,액션,15세이상관람가,일반영화
14,밥 말리: 원 러브,레이날도 마커스 그린,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,20240313,개봉영화,장편,미국,579,350834494,38585,144696272,15511,드라마,15세이상관람가,일반영화
16,메이 디셈버,토드 헤인즈,,판씨네마(주),판씨네마(주),20240313,개봉영화,장편,미국,400,278129018,30186,146605959,15320,드라마,청소년관람불가,독립/예술영화
18,로봇 드림,파블로 베르헤르,,(주)영화사 진진,"(주)영화사 진진,(주)하이스트레인저",20240313,개봉영화,장편,스페인,114,228413431,23298,142647988,14066,애니메이션,전체관람가,독립/예술영화
19,용감한 돌고래 벨루와 바닷속 친구들,,,찬란,"찬란,(주)빅브라더스",20240313,개봉영화,장편,캐나다,180,170511080,23121,34981860,4947,애니메이션,전체관람가,독립/예술영화
26,마담 웹,S.J. 클락슨,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20240313,개봉영화,장편,미국,648,142223617,15434,39605386,4034,액션,12세이상관람가,일반영화
34,원 앤 온리,동성붕,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,20240313,개봉영화,장편,중국,112,74434310,7568,42995880,4109,드라마,12세이상관람가,일반영화
39,돌핀,배두리,한국영화아카데미,,(주)마노엔터테인먼트,20240313,개봉영화,장편,한국,67,47303439,5354,28957139,3117,드라마,12세이상관람가,독립/예술영화
64,레이징 그레이스,패리스 자실라,,(주)이놀미디어,(주)이놀미디어,20240313,개봉영화,장편,영국,28,7565986,812,4679456,491,스릴러,15세이상관람가,독립/예술영화
19,로봇 드림,파블로 베르헤르,,(주)영화사 진진,"(주)영화사 진진,(주)하이스트레인저",20240313,개봉영화,장편,스페인,114,"164,672,892","16,836","116,925,622","11,557",애니메이션,전체관람가,독립/예술영화
55,메이 디셈버,토드 헤인즈,,판씨네마(주),판씨네마(주),20240313,개봉영화,장편,미국,400,"7,116,917",952,"3,878,500",440,드라마,청소년관람불가,독립/예술영화
67,밥 말리: 원 러브,레이날도 마커스 그린,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,20240313,개봉영화,장편,미국,579,"4,410,600",484,"4,237,600",464,드라마,15세이상관람가,일반영화
68,용감한 돌고래 벨루와 바닷속 친구들,,,찬란,"찬란,(주)빅브라더스",20240313,개봉영화,장편,캐나다,180,"3,698,500",472,"1,187,000",163,애니메이션,전체관람가,독립/예술영화
73,랜드 오브 배드,윌리엄 유뱅크,,(주)퍼스트런,메가박스중앙(주),20240313,개봉영화,장편,미국,394,"3,519,317",390,"1,045,217",113,액션,15세이상관람가,일반영화
96,돌핀,배두리,한국영화아카데미,,(주)마노엔터테인먼트,20240313,개봉영화,장편,한국,67,"911,100",144,"186,000",23,드라마,12세이상관람가,독립/예술영화
33,로봇 드림,파블로 베르헤르,,(주)영화사 진진,"(주)영화사 진진,(주)하이스트레인저",20240313,개봉영화,장편,스페인,114,"45,372,929","4,771","36,393,929","3,625",애니메이션,전체관람가,독립/예술영화
93,용감한 돌고래 벨루와 바닷속 친구들,,,찬란,"찬란,(주)빅브라더스",20240313,개봉영화,장편,캐나다,180,"1,960,000",280,"700,000",70,애니메이션,전체관람가,독립/예술영화
62,로봇 드림,파블로 베르헤르,,(주)영화사 진진,"(주)영화사 진진,(주)하이스트레인저",20240313,개봉영화,장편,스페인,114,"13,468,200","1,278","12,128,200","1,139",애니메이션,전체관람가,독립/예술영화
99,로봇 드림,파블로 베르헤르,,(주)영화사 진진,"(주)영화사 진진,(주)하이스트레인저",20240313,개봉영화,장편,스페인,114,"2,468,000",247,"2,468,000",247,애니메이션,전체관람가,독립/예술영화
34,로봇 드림,파블로 베르헤르,,(주)영화사 진진,"(주)영화사 진진,(주)하이스트레인저",20240313,개봉영화,장편,스페인,114,"96,689,400","11,201","41,676,940","4,403",애니메이션,전체관람가,독립/예술영화
39,로봇 드림,파블로 베르헤르,,(주)영화사 진진,"(주)영화사 진진,(주)하이스트레인저",20240313,개봉영화,장편,스페인,114,"67,815,740","6,751","43,990,260","4,154",애니메이션,전체관람가,독립/예술영화
86,로봇 드림,파블로 베르헤르,,(주)영화사 진진,"(주)영화사 진진,(주)하이스트레인저",20240313,개봉영화,장편,스페인,114,"6,137,900",651,"3,434,900",357,애니메이션,전체관람가,독립/예술영화
119,제수씨의 황제 VIP 서비스,,,,(주)씨맥스커뮤니케이션즈,20240308,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
30,생츄어리 2 : 쿼카가 너무해,리카르드 쿠소,,(주)히스토리필름,(주)팝엔터테인먼트,20240307,개봉영화,장편,호주,249,77193841,8743,11958490,1220,애니메이션,전체관람가,독립/예술영화
59,부활 그 소망,김상철,파이오니아21,,파이오니아21,20240307,개봉영화,장편,한국,26,11674400,1093,3523000,331,다큐멘터리,전체관람가,일반영화
77,부활 그 소망,김상철,파이오니아21,,파이오니아21,20240307,개봉영화,장편,한국,26,"4,013,000",335,"159,000",15,다큐멘터리,전체관람가,일반영화
97,생츄어리 2 : 쿼카가 너무해,리카르드 쿠소,,(주)히스토리필름,(주)팝엔터테인먼트,20240307,개봉영화,장편,호주,249,"885,300",143,0,0,애니메이션,전체관람가,독립/예술영화
81,부활 그 소망,김상철,파이오니아21,,파이오니아21,20240307,개봉영화,장편,한국,26,"4,838,000",436,0,0,다큐멘터리,전체관람가,일반영화
89,부활 그 소망,김상철,파이오니아21,,파이오니아21,20240307,개봉영화,장편,한국,26,"3,778,000",345,"1,260,000",126,다큐멘터리,전체관람가,일반영화
8,가여운 것들,요르고스 란티모스,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20240306,개봉영화,장편,미국,471,1421882806,142488,726871167,71551,드라마,청소년관람불가,독립/예술영화
10,패스트 라이브즈,셀린 송,,,(주)씨제이이엔엠,20240306,개봉영화,장편,미국,613,1068021931,115193,529689540,55647,드라마,12세이상관람가,일반영화
32,대결! 애니메이션,요시노 코헤이,,(주)블루라벨픽쳐스,"(주)블레이드이엔티,(주)블루라벨픽쳐스",20240306,개봉영화,장편,일본,103,56315077,7969,26848837,3656,드라마,12세이상관람가,독립/예술영화
81,벙커 게임,로베르토 자짜라,,,스튜디오 에이드,20240306,개봉영화,장편,이탈리아,19,2944300,301,813600,78,공포(호러),15세이상관람가,일반영화
25,가여운 것들,요르고스 란티모스,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20240306,개봉영화,장편,미국,471,"86,400,975","8,571","72,482,856","7,107",드라마,청소년관람불가,독립/예술영화
28,패스트 라이브즈,셀린 송,,,(주)씨제이이엔엠,20240306,개봉영화,장편,미국,613,"79,043,051","7,994","52,226,951","5,189",드라마,12세이상관람가,일반영화
66,가여운 것들,요르고스 란티모스,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20240306,개봉영화,장편,미국,471,"9,115,534",868,"9,115,534",868,드라마,청소년관람불가,독립/예술영화
77,패스트 라이브즈,셀린 송,,,(주)씨제이이엔엠,20240306,개봉영화,장편,미국,613,"4,940,417",484,"3,570,717",351,드라마,12세이상관람가,일반영화
7,브레드이발소: 셀럽 인 베이커리타운,정지환,㈜브레드이발소,,롯데컬처웍스(주)롯데엔터테인먼트,20240301,개봉영화,장편,한국,342,1474276210,173713,257237220,29166,애니메이션,전체관람가,일반영화
12,아이엠 티라노,,,주식회사 원더스튜디오,"주식회사 원더스튜디오,영화사빅",20240301,개봉영화,장편,중국,229,396009500,47077,56482600,6753,애니메이션,전체관람가,일반영화
87,극장판 후르츠 바스켓: 프렐류드,이바타 요시히데,,(주)미디어캐슬,(주)미디어캐슬,20240301,개봉영화,장편,일본,5,1697100,233,656000,82,애니메이션,12세이상관람가,독립/예술영화
31,브레드이발소: 셀럽 인 베이커리타운,정지환,㈜브레드이발소,,롯데컬처웍스(주)롯데엔터테인먼트,20240301,개봉영화,장편,한국,342,"46,514,480","5,397","10,004,700","1,094",애니메이션,전체관람가,일반영화
40,브레드이발소: 셀럽 인 베이커리타운,정지환,㈜브레드이발소,,롯데컬처웍스(주)롯데엔터테인먼트,20240301,개봉영화,장편,한국,342,"27,445,000","3,266","2,472,000",273,애니메이션,전체관람가,일반영화
90,아이엠 티라노,,,주식회사 원더스튜디오,"주식회사 원더스튜디오,영화사빅",20240301,개봉영화,장편,중국,229,"2,240,000",320,0,0,애니메이션,전체관람가,일반영화
81,브레드이발소: 셀럽 인 베이커리타운,정지환,㈜브레드이발소,,롯데컬처웍스(주)롯데엔터테인먼트,20240301,개봉영화,장편,한국,342,"3,613,000",469,0,0,애니메이션,전체관람가,일반영화
80,브레드이발소: 셀럽 인 베이커리타운,정지환,㈜브레드이발소,,롯데컬처웍스(주)롯데엔터테인먼트,20240301,개봉영화,장편,한국,342,"3,472,000",463,0,0,애니메이션,전체관람가,일반영화
8,듄: 파트2,드니 빌뇌브,,워너브러더스 코리아(주),워너브러더스 코리아(주),20240228,개봉영화,장편,미국,1544,2799033113,268510,1036089083,92188,액션,12세이상관람가,일반영화
43,막걸리가 알려줄거야,김다민,(주)안나푸르나필름,,"판씨네마(주),(주)홈초이스",20240228,개봉영화,장편,한국,73,38095873,4131,27746439,2963,드라마,전체관람가,독립/예술영화
61,여기는 아미코,,,,주식회사 슈아픽처스,20240228,개봉영화,장편,일본,40,10082000,1188,7759600,897,가족,전체관람가,독립/예술영화
76,갓랜드,흘리뉘르 팔메이슨,,,M&M 인터내셔널,20240228,개봉영화,장편,덴마크,24,4213300,529,3401000,393,드라마,15세이상관람가,독립/예술영화
2,듄: 파트2,드니 빌뇌브,,워너브러더스 코리아(주),워너브러더스 코리아(주),20240228,개봉영화,장편,미국,1544,19141960349,1617500,7694492061,594961,액션,12세이상관람가,일반영화
37,막걸리가 알려줄거야,김다민,(주)안나푸르나필름,,"판씨네마(주),(주)홈초이스",20240228,개봉영화,장편,한국,73,63008937,6477,32605590,3147,드라마,전체관람가,독립/예술영화
49,갓랜드,흘리뉘르 팔메이슨,,,M&M 인터내셔널,20240228,개봉영화,장편,덴마크,24,19377230,2355,11892500,1247,드라마,15세이상관람가,독립/예술영화
54,여기는 아미코,,,,주식회사 슈아픽처스,20240228,개봉영화,장편,일본,40,15292330,1637,8602900,840,가족,전체관람가,독립/예술영화
7,듄: 파트2,드니 빌뇌브,,워너브러더스 코리아(주),워너브러더스 코리아(주),20240228,개봉영화,장편,미국,"1,544","1,419,809,499","108,156","822,527,419","59,302",액션,12세이상관람가,일반영화
56,막걸리가 알려줄거야,김다민,(주)안나푸르나필름,,"판씨네마(주),(주)홈초이스",20240228,개봉영화,장편,한국,73,"6,616,500",913,"2,921,000",344,드라마,전체관람가,독립/예술영화
28,듄: 파트2,드니 빌뇌브,,워너브러더스 코리아(주),워너브러더스 코리아(주),20240228,개봉영화,장편,미국,"1,544","63,349,888","5,689","56,475,850","5,025",액션,12세이상관람가,일반영화
78,막걸리가 알려줄거야,김다민,(주)안나푸르나필름,,"판씨네마(주),(주)홈초이스",20240228,개봉영화,장편,한국,73,"2,973,000",478,"399,000",51,드라마,전체관람가,독립/예술영화
47,듄: 파트2,드니 빌뇌브,,워너브러더스 코리아(주),워너브러더스 코리아(주),20240228,개봉영화,장편,미국,"1,544","26,212,600","3,684","14,309,100","1,962",액션,12세이상관람가,일반영화
25,듄: 파트2,드니 빌뇌브,,워너브러더스 코리아(주),워너브러더스 코리아(주),20240228,개봉영화,장편,미국,"1,544","188,815,500","12,650","117,021,500","7,758",액션,12세이상관람가,일반영화
1,파묘,장재현,"(주)쇼박스,(주)엠씨엠씨",,(주)쇼박스,20240222,개봉영화,장편,한국,2355,35074828666,3697250,8500054021,873434,미스터리,15세이상관람가,일반영화
26,기적의 시작,권순도,퓨어웨이픽쳐스,,퓨어웨이픽쳐스,20240222,개봉영화,장편,한국,137,136968196,15220,46225356,5478,다큐멘터리,12세이상관람가,독립/예술영화
64,조폭인 내가 고등학생이 되었습니다,이성택,주식회사 넘버쓰리픽쳐스,,주식회사 넘버쓰리픽쳐스,20240222,개봉영화,장편,한국,16,15582000,1039,13498500,900,판타지,15세이상관람가,일반영화
105,유어 럭키 데이,,,주식회사 풍경소리,주식회사 풍경소리,20240222,개봉영화,장편,미국,5,492000,82,0,0,액션,15세이상관람가,독립/예술영화
1,파묘,장재현,"(주)쇼박스,(주)엠씨엠씨",,(주)쇼박스,20240222,개봉영화,장편,한국,2355,70718847542,7260067,16315095444,1634201,미스터리,15세이상관람가,일반영화
35,기적의 시작,권순도,퓨어웨이픽쳐스,,퓨어웨이픽쳐스,20240222,개봉영화,장편,한국,137,68274056,7419,37641117,4060,다큐멘터리,12세이상관람가,독립/예술영화
3,파묘,장재현,(주)쇼박스,,(주)쇼박스,20240222,개봉영화,장편,한국,"2,355","8,837,982,638","902,841","2,009,912,033","200,218",미스터리,15세이상관람가,일반영화
54,기적의 시작,권순도,퓨어웨이픽쳐스,,퓨어웨이픽쳐스,20240222,개봉영화,장편,한국,137,"6,021,500",956,"4,678,000",712,다큐멘터리,12세이상관람가,독립/예술영화
14,파묘,장재현,(주)쇼박스,,(주)쇼박스,20240222,개봉영화,장편,한국,"2,355","497,490,656","51,121","146,957,077","14,513",미스터리,15세이상관람가,일반영화
89,기적의 시작,권순도,퓨어웨이픽쳐스,,퓨어웨이픽쳐스,20240222,개봉영화,장편,한국,137,"1,820,000",322,"1,740,000",288,다큐멘터리,12세이상관람가,독립/예술영화
56,파묘,장재현,(주)쇼박스,,(주)쇼박스,20240222,개봉영화,장편,한국,"2,355","15,426,712","1,831","7,317,756",765,미스터리,15세이상관람가,일반영화
97,파묘,장재현,(주)쇼박스,,(주)쇼박스,20240222,개봉영화,장편,한국,"2,355","2,319,000",298,0,0,미스터리,15세이상관람가,일반영화
17,사운드 오브 프리덤,알레한드로 고메즈 몬테베르드,,(주)콘텐츠판다,(주)넥스트엔터테인먼트월드(NEW),20240221,개봉영화,장편,미국,248,426112900,38674,135017000,12909,범죄,15세이상관람가,일반영화
22,바튼 아카데미,알렉산더 페인,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20240221,개봉영화,장편,미국,254,200754118,21229,114128623,11737,코미디,15세이상관람가,독립/예술영화
28,월레스와 그로밋 더 클래식 컬렉션,닉 파크,아드만 애니메이션즈,,CGV ICECON,20240221,개봉영화,장편,영국,52,180775500,12075,78055500,5207,애니메이션,전체관람가,일반영화
29,극장판 츠루네: 시작의 한 발,야마무라 타쿠야,,(주)미디어캐슬,(주)라이크콘텐츠,20240221,개봉영화,장편,일본,119,108776565,12039,40152042,4118,애니메이션,전체관람가,독립/예술영화
45,오키쿠와 세계,사카모토 준지,,(주)엣나인필름,(주)엣나인필름,20240221,개봉영화,장편,일본,36,39248200,3977,29620800,2802,드라마,12세이상관람가,독립/예술영화
73,벗어날 탈 脫,서보형,사보타지 필름,,영화배급협동조합 씨네소파,20240221,개봉영화,장편,한국,14,5457500,620,4600000,511,미스터리,15세이상관람가,독립/예술영화
74,K스쿨,박미경,강 컨텐츠,,강 컨텐츠,20240221,개봉영화,장편,한국,19,5673900,599,4574000,484,드라마,전체관람가,독립/예술영화
79,애프터: 유혹의 끝,캐스틸 랜던,,,스튜디오 에이드,20240221,개봉영화,장편,미국,46,3803800,478,725500,104,멜로/로맨스,15세이상관람가,일반영화
88,서바이벌 택틱스,박근영,요지경필름,,필름다빈,20240221,개봉영화,장편,한국,12,1341500,163,869500,101,드라마,12세이상관람가,독립/예술영화
27,사운드 오브 프리덤,알레한드로 고메즈 몬테베르드,,(주)콘텐츠판다,(주)넥스트엔터테인먼트월드(NEW),20240221,개봉영화,장편,미국,248,152539800,14638,42073400,4348,범죄,15세이상관람가,일반영화
29,바튼 아카데미,알렉산더 페인,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20240221,개봉영화,장편,미국,254,90582381,9641,61885264,6266,코미디,15세이상관람가,독립/예술영화
38,월레스와 그로밋 더 클래식 컬렉션,닉 파크,아드만 애니메이션즈,,CGV ICECON,20240221,개봉영화,장편,영국,52,91757000,6261,59635000,4042,애니메이션,전체관람가,일반영화
40,극장판 츠루네: 시작의 한 발,야마무라 타쿠야,,(주)미디어캐슬,(주)라이크콘텐츠,20240221,개봉영화,장편,일본,119,41419536,4486,19917092,1994,애니메이션,전체관람가,독립/예술영화
47,오키쿠와 세계,사카모토 준지,,(주)엣나인필름,(주)엣나인필름,20240221,개봉영화,장편,일본,36,26155595,2995,17271095,1724,드라마,12세이상관람가,독립/예술영화
72,벗어날 탈 脫,서보형,사보타지 필름,,영화배급협동조합 씨네소파,20240221,개봉영화,장편,한국,14,3979000,505,2539000,306,미스터리,15세이상관람가,독립/예술영화
104,서바이벌 택틱스,박근영,요지경필름,,필름다빈,20240221,개봉영화,장편,한국,12,826000,112,488000,66,드라마,12세이상관람가,독립/예술영화
69,바튼 아카데미,알렉산더 페인,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20240221,개봉영화,장편,미국,254,"3,505,500",454,"2,016,500",231,코미디,15세이상관람가,독립/예술영화
90,오키쿠와 세계,사카모토 준지,,(주)엣나인필름,(주)엣나인필름,20240221,개봉영화,장편,일본,36,"1,382,500",184,"536,000",55,드라마,12세이상관람가,독립/예술영화
92,극장판 오드 택시 인 더 우즈,키노시타 바쿠,,(주)미디어캐슬,(주)미디어캐슬,20240216,개봉영화,장편,일본,6,965039,143,268000,34,애니메이션,15세이상관람가,독립/예술영화
23,스노우 퍼핀즈,,,에이케이엔터테인먼트(주),(주)팝엔터테인먼트,20240215,개봉영화,장편,스페인,315,170350063,20478,31861095,3776,애니메이션,전체관람가,일반영화
53,장인과 사위,최이현,"(주)지브라더스 컴퍼니,한류닷컴 주식회사",,주식회사 제이씨엔터웍스,20240215,개봉영화,장편,한국,49,17451660,1917,3875500,447,코미디,12세이상관람가,독립/예술영화
91,킹 VS. 머신킹,,,,(주)제이앤씨미디어그룹,20240215,개봉영화,장편,미국,10,770000,152,0,0,액션,12세이상관람가,일반영화
82,스노우 퍼핀즈,,,에이케이엔터테인먼트(주),(주)팝엔터테인먼트,20240215,개봉영화,장편,스페인,315,1827000,290,403500,40,애니메이션,전체관람가,일반영화
88,장인과 사위,최이현,"(주)지브라더스 컴퍼니,한류닷컴 주식회사",,주식회사 제이씨엔터웍스,20240215,개봉영화,장편,한국,49,2057000,226,0,0,코미디,12세이상관람가,독립/예술영화
5,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",소토자키 하루오,,애니맥스 브로드캐스팅 코리아 유한회사,씨제이 씨지브이(CJ CGV)(주),20240214,개봉영화,장편,일본,393,4901269600,426871,1269705100,100125,애니메이션,15세이상관람가,일반영화
21,DMZ 동물 특공대,홍인표,자루 스튜디오,,(주)박수엔터테인먼트,20240214,개봉영화,장편,한국,201,158671520,21445,32221000,4478,애니메이션,전체관람가,일반영화
25,우견니,루오 루오,,오드,"오드,홀리가든",20240214,개봉영화,장편,중국,143,138361432,17667,43828700,5579,멜로/로맨스,12세이상관람가,일반영화
34,에스파: 마이 퍼스트 페이지,"김지선,조현정",(주)에스엠엔터테인먼트,,"롯데컬처웍스(주)롯시플,(주)영화사 그램",20240214,개봉영화,장편,한국,68,200244000,9024,106137000,4909,공연,전체관람가,일반영화
41,대니초 : 코리안 드림,,메타코미디,,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",20240214,개봉영화,장편,한국,24,76675500,5139,43096500,2900,공연,청소년관람불가,일반영화
11,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",소토자키 하루오,,애니맥스 브로드캐스팅 코리아 유한회사,씨제이 씨지브이(CJ CGV)(주),20240214,개봉영화,장편,일본,393,720819400,70124,193261000,18522,애니메이션,15세이상관람가,일반영화
75,에스파: 마이 퍼스트 페이지,"김지선,조현정",(주)에스엠엔터테인먼트,,"롯데컬처웍스(주)롯시플,(주)영화사 그램",20240214,개봉영화,장편,한국,68,9386300,432,6828300,319,공연,전체관람가,일반영화
79,DMZ 동물 특공대,홍인표,자루 스튜디오,,(주)박수엔터테인먼트,20240214,개봉영화,장편,한국,201,3196000,385,180000,23,애니메이션,전체관람가,일반영화
80,우견니,루오 루오,,오드,"오드,홀리가든",20240214,개봉영화,장편,중국,143,2834434,314,877678,100,멜로/로맨스,12세이상관람가,일반영화
79,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",소토자키 하루오,,애니맥스 브로드캐스팅 코리아 유한회사,씨제이 씨지브이(CJ CGV)(주),20240214,개봉영화,장편,일본,393,"3,175,900",325,"1,683,700",169,애니메이션,15세이상관람가,일반영화
6,도그데이즈,김덕민,(주)씨제이이엔엠,,(주)씨제이이엔엠,20240207,개봉영화,장편,한국,847,3467851608,356139,834193314,82105,드라마,12세이상관람가,일반영화
7,소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,20240207,개봉영화,장편,한국,729,2801447020,312731,690619570,77334,드라마,12세이상관람가,독립/예술영화
9,데드맨,하준원,"(주)팔레트픽처스,(주)사람엔터테인먼트",,플러스엠 엔터테인먼트,20240207,개봉영화,장편,한국,800,2257288704,236624,514590306,52144,범죄,15세이상관람가,일반영화
10,아가일,매튜 본,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20240207,개봉영화,장편,미국,841,1421458457,138833,555631757,51354,액션,12세이상관람가,일반영화
11,아기상어 극장판: 사이렌 스톤의 비밀,,,더핑크퐁컴퍼니(주),(주)넥스트엔터테인먼트월드(NEW),20240207,개봉영화,장편,미국,578,878995204,99452,176471289,19371,애니메이션,전체관람가,독립/예술영화
32,플랜 75,하야카와 치에,,찬란,찬란,20240207,개봉영화,장편,일본,50,103916566,11217,64881877,6635,드라마,15세이상관람가,독립/예술영화
35,아네모네,정하용,주식회사 시네마천국,,㈜인디스토리,20240207,개봉영화,장편,한국,57,63897351,7645,34255895,3987,코미디,15세이상관람가,독립/예술영화
37,영화 스미코구라시 - 푸른 달밤의 마법의 아이,오오모리 타카히로,,(주)미디어캐슬,(주)미디어캐슬,20240207,개봉영화,장편,일본,106,52157720,6383,22026360,2650,애니메이션,전체관람가,독립/예술영화
47,검은 소년,서정원,한국영화아카데미,,(주)트리플픽쳐스,20240207,개봉영화,장편,한국,31,30170939,3513,16140539,1817,드라마,15세이상관람가,독립/예술영화
97,썬 오브 람세스,클레망 코지토르,,그린나래미디어(주),그린나래미디어(주),20240207,개봉영화,장편,프랑스,6,1051600,123,825600,90,스릴러,15세이상관람가,독립/예술영화
108,블랙 로터스,,,주식회사 블루필름웍스,주식회사 블루필름웍스,20240207,개봉영화,장편,미국,5,456000,76,0,0,액션,15세이상관람가,일반영화
17,소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,20240207,개봉영화,장편,한국,729,235961384,27369,66471307,7592,드라마,12세이상관람가,독립/예술영화
44,아기상어 극장판: 사이렌 스톤의 비밀,,,더핑크퐁컴퍼니(주),(주)넥스트엔터테인먼트월드(NEW),20240207,개봉영화,장편,미국,578,35230710,3847,6234000,734,애니메이션,전체관람가,독립/예술영화
58,플랜 75,하야카와 치에,,찬란,찬란,20240207,개봉영화,장편,일본,50,11912500,1437,6214800,644,드라마,15세이상관람가,독립/예술영화
71,도그데이즈,김덕민,(주)씨제이이엔엠,,(주)씨제이이엔엠,20240207,개봉영화,장편,한국,847,3845000,530,830000,158,드라마,12세이상관람가,일반영화
110,아네모네,정하용,주식회사 시네마천국,,㈜인디스토리,20240207,개봉영화,장편,한국,57,432000,78,78000,14,코미디,15세이상관람가,독립/예술영화
113,아가일,매튜 본,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20240207,개봉영화,장편,미국,841,742500,69,613500,58,액션,12세이상관람가,일반영화
34,소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,20240207,개봉영화,장편,한국,729,"32,809,539","4,704","7,019,539",929,드라마,12세이상관람가,독립/예술영화
72,아기상어 극장판: 사이렌 스톤의 비밀,,,더핑크퐁컴퍼니(주),(주)넥스트엔터테인먼트월드(NEW),20240207,개봉영화,장편,미국,578,"2,751,600",398,0,0,애니메이션,전체관람가,독립/예술영화
76,도그데이즈,김덕민,(주)씨제이이엔엠,,(주)씨제이이엔엠,20240207,개봉영화,장편,한국,847,"2,617,000",357,"920,000",72,드라마,12세이상관람가,일반영화
38,소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,20240207,개봉영화,장편,한국,729,"24,915,000","3,583","2,385,000",256,드라마,12세이상관람가,독립/예술영화
76,아기상어 극장판: 사이렌 스톤의 비밀,,,더핑크퐁컴퍼니(주),(주)넥스트엔터테인먼트월드(NEW),20240207,개봉영화,장편,미국,578,"2,976,400",503,0,0,애니메이션,전체관람가,독립/예술영화
86,도그데이즈,김덕민,(주)씨제이이엔엠,,(주)씨제이이엔엠,20240207,개봉영화,장편,한국,847,"4,128,000",367,"2,576,000",184,드라마,12세이상관람가,일반영화
49,소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,20240207,개봉영화,장편,한국,729,"22,258,000","3,353","8,913,000","1,119",드라마,12세이상관람가,독립/예술영화
