NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
64,52헤르츠 고래들,나루시마 이즈루,,해피송,해피송,20240904,개봉영화,장편,일본,49,"23,561,700","2,403","14,690,200","1,380",드라마,15세이상관람가,독립/예술영화
69,[마이 아티 필름] 보이넥스트도어 : 부모님 관람 불가,,(주)씨제이이엔엠,,씨제이 씨지브이(CJ CGV)(주),20240904,개봉영화,장편,한국,1,"20,128,000","1,679","20,128,000","1,679",드라마,전체관람가,일반영화
82,바리데기,이세원,주식회사 제이호컴퍼니,,시네마 뉴원,20240904,개봉영화,장편,한국,33,"8,325,700",832,"2,333,300",223,공포(호러),청소년관람불가,독립/예술영화
89,기기묘묘2,"정경렬,남순아,구자호,송원찬,정재희",,,필름다빈,20240904,개봉영화,옴니버스,한국,23,"4,312,500",460,"1,521,100",147,공포(호러),15세이상관람가,독립/예술영화
30,"안녕, 할부지","심형준,토마스 고",(주)에이컴즈,,(주)바른손이앤에이,20240904,개봉영화,장편,한국,"1,021","104,975,400","12,273","56,031,600","6,038",다큐멘터리,전체관람가,일반영화
70,딸에 대하여,이미랑,(주)아토,,"찬란,스튜디오 에이드",20240904,개봉영화,장편,한국,106,"14,367,300","1,705","8,600,000",908,드라마,12세이상관람가,독립/예술영화
96,비틀쥬스 비틀쥬스,팀 버튼,,워너브러더스 코리아(주),워너브러더스 코리아(주),20240904,개봉영화,장편,미국,787,"4,801,100",457,"4,801,100",457,코미디,12세이상관람가,일반영화
89,"안녕, 할부지","심형준,토마스 고",(주)에이컴즈,,(주)바른손이앤에이,20240904,개봉영화,장편,한국,"1,021","6,862,300",944,"2,688,300",247,다큐멘터리,전체관람가,일반영화
99,딸에 대하여,이미랑,(주)아토,,"찬란,스튜디오 에이드",20240904,개봉영화,장편,한국,106,"4,320,000",609,"996,000",112,드라마,12세이상관람가,독립/예술영화
91,"안녕, 할부지","심형준,토마스 고",(주)에이컴즈,,(주)바른손이앤에이,20240904,개봉영화,장편,한국,"1,021","2,904,900",499,0,0,다큐멘터리,전체관람가,일반영화
13,임영웅│아임 히어로 더 스타디움,"조우영,정현철",(주)씨제이이엔엠,,"씨지브이 아이스콘,씨제이포디플렉스 주식회사",20240828,개봉영화,장편,한국,224,"3,843,267,500","133,841","1,256,347,000","42,660",공연,전체관람가,일반영화
22,한국이 싫어서,장건재,(주)모쿠슈라,,(주)디스테이션,20240828,개봉영화,장편,한국,588,"302,312,630","35,699","123,521,852","14,070",드라마,12세이상관람가,독립/예술영화
29,이매지너리,제프 와드로,,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",20240828,개봉영화,장편,미국,218,"153,594,000","19,353","39,864,700","5,299",공포(호러),12세이상관람가,일반영화
43,킬,니킬 나게시 바트,,(주)더쿱디스트리뷰션,주식회사 올랄라스토리,20240828,개봉영화,장편,인도,126,"46,425,100","6,413","16,512,500","2,387",액션,청소년관람불가,독립/예술영화
51,스트레인저스: 챕터1,레니 할린,,판씨네마(주),판씨네마(주),20240828,개봉영화,장편,미국,223,"37,110,278","4,100","12,367,678","1,363",공포(호러),15세이상관람가,일반영화
55,극장판 : 기븐_히이라기 믹스,,,스튜디오엘론(주),(주)팝엔터테인먼트,20240828,개봉영화,장편,일본,108,"26,529,373","2,885","11,589,278","1,179",애니메이션,15세이상관람가,일반영화
59,그 여름날의 거짓말,손현록,왓어원더필름,,(주)마노엔터테인먼트,20240828,개봉영화,장편,한국,48,"19,386,578","2,463","12,442,978","1,512",멜로/로맨스,15세이상관람가,독립/예술영화
60,문경,신동일,비아신 픽처스,,트윈플러스파트너스(주),20240828,개봉영화,장편,한국,63,"22,804,495","2,422","15,063,300","1,538",드라마,12세이상관람가,독립/예술영화
63,"[마이 아티 필름] 루시: 개화, 히어로 그리고 낙화",,(주)씨제이이엔엠,,씨제이 씨지브이(CJ CGV)(주),20240828,개봉영화,장편,한국,1,"16,160,000","1,349","16,160,000","1,349",판타지,전체관람가,일반영화
74,풍기,박규식,(주)마이더스필름,,"(주)드림팩트엔터테인먼트,(주)빅브라더스",20240828,개봉영화,장편,한국,48,"9,036,355","1,050","2,198,000",239,코미디,12세이상관람가,독립/예술영화
78,터커 & 데일 Vs 이블,일라이 크레이그,,(주)콘텐츠판다,(주)콘텐츠판다,20240828,개봉영화,장편,미국,34,"7,301,194",871,"3,527,299",420,코미디,청소년관람불가,일반영화
80,"뭉크. 사랑, 영혼 그리고 뱀파이어 여인",,,일미디어,일미디어,20240828,개봉영화,장편,이탈리아,22,"5,746,439",756,"2,831,839",342,다큐멘터리,15세이상관람가,독립/예술영화
9,임영웅│아임 히어로 더 스타디움,"조우영,정현철",(주)씨제이이엔엠,,"씨지브이 아이스콘,씨제이포디플렉스 주식회사",20240828,개봉영화,장편,한국,224,"4,860,644,000","174,326","1,870,265,000","64,367",공연,전체관람가,일반영화
19,한국이 싫어서,장건재,(주)모쿠슈라,,(주)디스테이션,20240828,개봉영화,장편,한국,588,"224,658,511","25,510","99,505,534","10,876",드라마,12세이상관람가,독립/예술영화
31,이매지너리,제프 와드로,,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",20240828,개봉영화,장편,미국,218,"100,657,100","12,425","26,323,200","3,528",공포(호러),12세이상관람가,일반영화
45,킬,니킬 나게시 바트,,(주)더쿱디스트리뷰션,주식회사 올랄라스토리,20240828,개봉영화,장편,인도,126,"34,099,000","4,759","11,989,300","1,792",액션,청소년관람불가,독립/예술영화
50,그 여름날의 거짓말,손현록,왓어원더필름,,(주)마노엔터테인먼트,20240828,개봉영화,장편,한국,48,"34,194,178","4,270","18,411,878","2,274",멜로/로맨스,15세이상관람가,독립/예술영화
55,극장판 : 기븐_히이라기 믹스,,,스튜디오엘론(주),(주)팝엔터테인먼트,20240828,개봉영화,장편,일본,108,"33,161,455","3,467","16,815,817","1,628",애니메이션,15세이상관람가,일반영화
65,문경,신동일,비아신 픽처스,,트윈플러스파트너스(주),20240828,개봉영화,장편,한국,63,"19,754,700","2,292","9,263,600",973,드라마,12세이상관람가,독립/예술영화
70,스트레인저스: 챕터1,레니 할린,,판씨네마(주),판씨네마(주),20240828,개봉영화,장편,미국,223,"13,387,500","1,455","2,656,700",260,공포(호러),15세이상관람가,일반영화
